time magnitud error
2086.92153 20.512495040893555 0.0
2104.85361 20.398160934448242 0.0
2106.91348 20.272794723510742 0.0
2113.83393 20.225942611694336 0.0
2114.8482 20.144607543945312 0.0
2115.90842 20.104463577270508 0.0
2116.89452 20.089595794677734 0.0
2117.90023 20.102209091186523 0.0
2122.83281 20.140146255493164 0.0
2123.8432 20.22696876525879 0.0
2124.86253 20.200767517089844 0.0
2128.84777 20.182201385498047 0.0
2129.87992 20.250207901000977 0.0
2130.82878 20.241302490234375 0.0
2131.82228 20.273359298706055 0.0
2132.82847 20.2344970703125 0.0
2133.91705 20.220178604125977 0.0
2134.8334 20.23619842529297 0.0
2135.86858 20.198240280151367 0.0
2136.86775 20.182226181030273 0.0
2137.91239 20.213464736938477 0.0
2140.83763 20.181161880493164 0.0
2142.88455 20.181787490844727 0.0
2143.83858 20.164045333862305 0.0
2144.8101 20.179981231689453 0.0
2155.90109 20.213905334472656 0.0
2156.84762 20.206703186035156 0.0
2162.78389 20.178054809570312 0.0
2166.77868 20.2008113861084 0.0
2167.74947 20.171897888183594 0.0
2168.73598 20.192480087280273 0.0
2171.76202 20.184242248535156 0.0
2172.7686 20.200109481811523 0.0
2173.73069 20.183486938476562 0.0
2177.66232 20.180627822875977 0.0
2184.72372 20.180675506591797 0.0
2185.68718 20.170650482177734 0.0
2187.66977 20.208648681640625 0.0
2190.71373 20.187515258789062 0.0
2191.65554 20.190717697143555 0.0
2192.68396 20.211483001708984 0.0
2193.70496 20.196578979492188 0.0
2194.6762 20.180376052856445 0.0
2200.68718 20.181537628173828 0.0
2201.74231 20.20440101623535 0.0
2206.62815 20.199270248413086 0.0
2211.6668 20.18872833251953 0.0
2212.66586 20.15985870361328 0.0
2213.67685 20.188005447387695 0.0
2214.66322 20.182273864746094 0.0
2215.6785 20.191965103149414 0.0
2217.65616 20.1730899810791 0.0
2219.69933 20.206716537475586 0.0
2222.74855 20.204280853271484 0.0
2223.68828 20.187660217285156 0.0
2225.61782 20.1679744720459 0.0
2226.66414 20.22409439086914 0.0
2228.57957 20.193445205688477 0.0
2230.51686 20.228450775146484 0.0
2232.53064 20.165395736694336 0.0
2234.57271 20.236520767211914 0.0
2236.56221 20.190778732299805 0.0
2238.56759 20.220443725585938 0.0
2241.5544 20.180452346801758 0.0
2243.59267 20.190990447998047 0.0
2248.6371 20.180234909057617 0.0
2250.61151 20.176111221313477 0.0
2253.59101 20.20911407470703 0.0
2256.57329 20.220787048339844 0.0
2258.61374 20.17696189880371 0.0
2263.60502 20.197046279907227 0.0
2265.63101 20.201284408569336 0.0
2270.58923 20.19993782043457 0.0
2272.58728 20.185176849365234 0.0
2274.57113 20.165935516357422 0.0
2276.53865 20.186513900756836 0.0
2280.55122 20.207019805908203 0.0
2285.58971 20.20682144165039 0.0
2289.58665 20.216670989990234 0.0
2291.58735 20.21436882019043 0.0
2293.58791 20.184219360351562 0.0
2297.58741 20.20712661743164 0.0
2299.58389 20.204469680786133 0.0
2301.57657 20.200061798095703 0.0
2460.90851 20.220922470092773 0.0
2463.93761 20.196352005004883 0.0
2466.85945 20.196306228637695 0.0
2467.92334 20.210540771484375 0.0
2469.92262 20.18451690673828 0.0
2471.91215 20.225168228149414 0.0
2472.90223 20.207660675048828 0.0
2473.92843 20.214332580566406 0.0
2481.88768 20.189313888549805 0.0
2483.91131 20.225749969482422 0.0
2486.91145 20.19643211364746 0.0
2488.91341 20.189104080200195 0.0
2492.92571 20.199520111083984 0.0
2495.92087 20.172060012817383 0.0
2496.92549 20.17372703552246 0.0
2498.79675 20.212087631225586 0.0
2499.88173 20.189350128173828 0.0
2500.89014 20.183141708374023 0.0
2501.87689 20.183364868164062 0.0
2502.85706 20.170318603515625 0.0
2508.76765 20.211116790771484 0.0
2516.79912 20.202482223510742 0.0
2517.84587 20.192800521850586 0.0
2518.81819 20.22396469116211 0.0
2519.81645 20.19196128845215 0.0
2520.81462 20.183700561523438 0.0
2521.80778 20.226409912109375 0.0
2524.80631 20.190759658813477 0.0
2526.80011 20.19983673095703 0.0
2529.79635 20.157482147216797 0.0
2534.85695 20.219167709350586 0.0
2535.79458 20.1938419342041 0.0
2537.72465 20.201026916503906 0.0
