time magnitud error
2086.92153 20.632789611816406 0.0
2104.85361 20.6240234375 0.0
2106.91348 20.66814422607422 0.0
2113.83393 20.660503387451172 0.0
2114.8482 20.67584991455078 0.0
2115.90842 20.670007705688477 0.0
2116.89452 20.547372817993164 0.0
2117.90023 20.458419799804688 0.0
2122.83281 20.2689151763916 0.0
2123.8432 20.1108455657959 0.0
2124.86253 20.021451950073242 0.0
2128.84777 19.972728729248047 0.0
2129.87992 19.971824645996094 0.0
2130.82878 20.076763153076172 0.0
2131.82228 20.217960357666016 0.0
2132.82847 20.340757369995117 0.0
2133.91705 20.388324737548828 0.0
2134.8334 20.438068389892578 0.0
2135.86858 20.398881912231445 0.0
2136.86775 20.333297729492188 0.0
2137.91239 20.27480697631836 0.0
2140.83763 20.204381942749023 0.0
2142.88455 20.22014045715332 0.0
2143.83858 20.130949020385742 0.0
2144.8101 20.13772201538086 0.0
2155.90109 20.172500610351562 0.0
2156.84762 20.11853790283203 0.0
2162.78389 20.169166564941406 0.0
2166.77868 20.144018173217773 0.0
2167.74947 20.15347671508789 0.0
2168.73598 20.17616844177246 0.0
2171.76202 20.19337272644043 0.0
2172.7686 20.197710037231445 0.0
2173.73069 20.190881729125977 0.0
2177.66232 20.184471130371094 0.0
2184.72372 20.22163200378418 0.0
2185.68718 20.251060485839844 0.0
2187.66977 20.2231502532959 0.0
2190.71373 20.228952407836914 0.0
2191.65554 20.190534591674805 0.0
2192.68396 20.210006713867188 0.0
2193.70496 20.225215911865234 0.0
2194.6762 20.218305587768555 0.0
2200.68718 20.18168830871582 0.0
2201.74231 20.181854248046875 0.0
2206.62815 20.2066650390625 0.0
2211.6668 20.176227569580078 0.0
2212.66586 20.183364868164062 0.0
2213.67685 20.16782569885254 0.0
2214.66322 20.220035552978516 0.0
2215.6785 20.200977325439453 0.0
2217.65616 20.192272186279297 0.0
2219.69933 20.175024032592773 0.0
2222.74855 20.17508888244629 0.0
2223.68828 20.197673797607422 0.0
2225.61782 20.223342895507812 0.0
2226.66414 20.1777286529541 0.0
2228.57957 20.246299743652344 0.0
2230.51686 20.186649322509766 0.0
2232.53064 20.202438354492188 0.0
2234.57271 20.21395492553711 0.0
2236.56221 20.19868278503418 0.0
2238.56759 20.23267364501953 0.0
2241.5544 20.199260711669922 0.0
2243.59267 20.194957733154297 0.0
2248.6371 20.196096420288086 0.0
2250.61151 20.17123794555664 0.0
2253.59101 20.248552322387695 0.0
2256.57329 20.18637466430664 0.0
2258.61374 20.203527450561523 0.0
2263.60502 20.192167282104492 0.0
2265.63101 20.216419219970703 0.0
2270.58923 20.209030151367188 0.0
2272.58728 20.197509765625 0.0
2274.57113 20.230409622192383 0.0
2276.53865 20.173511505126953 0.0
2280.55122 20.25486946105957 0.0
2285.58971 20.208450317382812 0.0
2289.58665 20.18160057067871 0.0
2291.58735 20.21198272705078 0.0
2293.58791 20.18558692932129 0.0
2297.58741 20.169775009155273 0.0
2299.58389 20.196786880493164 0.0
2301.57657 20.186241149902344 0.0
2460.90851 20.18802261352539 0.0
2463.93761 20.197824478149414 0.0
2466.85945 20.163116455078125 0.0
2467.92334 20.187728881835938 0.0
2469.92262 20.19553565979004 0.0
2471.91215 20.201637268066406 0.0
2472.90223 20.20713996887207 0.0
2473.92843 20.194486618041992 0.0
2481.88768 20.184749603271484 0.0
2483.91131 20.19523048400879 0.0
2486.91145 20.207950592041016 0.0
2488.91341 20.182621002197266 0.0
2492.92571 20.220117568969727 0.0
2495.92087 20.182266235351562 0.0
