time magnitud error
2085.90914 18.191137313842773 0.0
2086.88843 18.166624069213867 0.0
2103.89525 18.160507202148438 0.0
2105.92315 18.165142059326172 0.0
2106.89098 18.156723022460938 0.0
2112.84336 18.144372940063477 0.0
2116.87111 18.15202522277832 0.0
2123.81803 18.11217498779297 0.0
2124.83847 18.093564987182617 0.0
2128.82553 18.063138961791992 0.0
2129.8575 18.056325912475586 0.0
2130.84387 18.036569595336914 0.0
2131.83748 18.04230308532715 0.0
2132.80627 18.06884765625 0.0
2133.8946 18.091964721679688 0.0
2134.81 18.11116600036621 0.0
2135.84408 18.128015518188477 0.0
2137.89208 18.127971649169922 0.0
2140.81134 18.11985206604004 0.0
2142.75205 18.10397720336914 0.0
2143.81755 18.10365104675293 0.0
2144.82425 18.091888427734375 0.0
2155.87863 18.07756805419922 0.0
2156.82521 18.077817916870117 0.0
2160.7546 18.068334579467773 0.0
2162.76139 18.07480812072754 0.0
2166.756 18.07213020324707 0.0
2167.76446 18.079648971557617 0.0
2168.71363 18.076364517211914 0.0
2171.73955 18.073148727416992 0.0
2172.74617 18.07447052001953 0.0
2177.63966 18.084781646728516 0.0
2184.7013 18.088151931762695 0.0
2185.6648 18.07571029663086 0.0
2186.68965 18.09178352355957 0.0
2187.68483 18.089078903198242 0.0
2188.73199 18.084827423095703 0.0
2190.69136 18.0888614654541 0.0
2191.66474 18.09262466430664 0.0
2192.66325 18.0867977142334 0.0
2193.68432 18.08540153503418 0.0
2194.65442 18.082304000854492 0.0
2203.55089 18.07796859741211 0.0
2206.60721 18.081790924072266 0.0
2211.6413 18.08462905883789 0.0
2212.64513 18.08637237548828 0.0
2213.65095 18.087133407592773 0.0
2214.64214 18.083553314208984 0.0
2215.64912 18.083742141723633 0.0
2217.63582 18.08101463317871 0.0
2219.67868 18.081058502197266 0.0
2224.71356 18.079774856567383 0.0
2226.63643 18.080108642578125 0.0
2228.55833 18.091938018798828 0.0
2229.61659 18.08763885498047 0.0
2231.64326 18.090404510498047 0.0
2232.50999 18.08919334411621 0.0
2233.61341 18.09198760986328 0.0
2235.66353 18.07635498046875 0.0
2238.54707 18.085840225219727 0.0
2240.65138 18.08525276184082 0.0
2242.61889 18.08629035949707 0.0
2248.60354 18.08477783203125 0.0
2250.57686 18.08165740966797 0.0
2253.5705 18.086580276489258 0.0
2255.60716 18.086790084838867 0.0
2258.57346 18.0772705078125 0.0
2263.58419 18.086755752563477 0.0
2266.55498 18.086111068725586 0.0
2271.56456 18.08349609375 0.0
2273.5639 18.08935546875 0.0
2275.59883 18.088491439819336 0.0
2276.55838 18.076618194580078 0.0
2278.59096 18.08417320251465 0.0
2280.58682 18.085195541381836 0.0
2284.5897 18.07801628112793 0.0
2290.60368 18.09088897705078 0.0
2293.56596 18.083486557006836 0.0
2295.5587 18.087032318115234 0.0
2297.56199 18.084911346435547 0.0
2299.56109 18.09064292907715 0.0
2301.55335 18.08880615234375 0.0
2445.91192 18.083253860473633 0.0
2460.87884 18.083953857421875 0.0
2463.91518 18.08308982849121 0.0
2465.92794 18.0748291015625 0.0
2467.90093 18.076433181762695 0.0
2469.90031 18.08260726928711 0.0
2471.88975 18.080490112304688 0.0
2472.91922 18.08388328552246 0.0
2473.89113 18.096424102783203 0.0
2481.90282 18.093395233154297 0.0
2483.88864 18.084339141845703 0.0
2486.88565 18.091861724853516 0.0
2488.87656 18.083520889282227 0.0
2489.92299 18.085981369018555 0.0
2492.90335 18.09024429321289 0.0
2495.89338 18.08741569519043 0.0
2496.9031 18.085622787475586 0.0
2497.92651 18.088220596313477 0.0
2498.77378 18.080862045288086 0.0
2499.85936 18.086933135986328 0.0
2500.86493 18.07999610900879 0.0
2501.85389 18.091466903686523 0.0
2502.83412 18.076492309570312 0.0
2508.74536 18.08036231994629 0.0
2516.77666 18.091476440429688 0.0
2517.8234 18.0769100189209 0.0
2518.79484 18.089168548583984 0.0
2519.83174 18.088687896728516 0.0
2520.79113 18.089740753173828 0.0
2521.82327 18.07314109802246 0.0
2524.82152 18.0957088470459 0.0
2526.7777 18.08014488220215 0.0
2534.83408 18.091447830200195 0.0
2535.81429 18.082109451293945 0.0
2537.70207 18.09081268310547 0.0
2538.79803 18.084556579589844 0.0
2539.70185 18.082622528076172 0.0
2540.74273 18.090700149536133 0.0
2541.71375 18.092205047607422 0.0
2542.68354 18.08724594116211 0.0
2544.66208 18.089353561401367 0.0
2545.67711 18.08487892150879 0.0
2547.69512 18.092222213745117 0.0
2548.71156 18.087844848632812 0.0
2550.70669 18.088741302490234 0.0
2551.69333 18.092723846435547 0.0
2553.64905 18.08354949951172 0.0
2554.70257 18.08956527709961 0.0
2555.7105 18.079833984375 0.0
2556.68952 18.09033966064453 0.0
2557.70206 18.084854125976562 0.0
2558.65854 18.08835220336914 0.0
2559.61544 18.090307235717773 0.0
2560.6485 18.077693939208984 0.0
2561.67405 18.08296012878418 0.0
2562.66694 18.085250854492188 0.0
2563.67487 18.08734130859375 0.0
2564.69026 18.081470489501953 0.0
2565.68116 18.07794952392578 0.0
2566.66144 18.078857421875 0.0
2568.69242 18.09125328063965 0.0
2571.64511 18.090755462646484 0.0
2573.65854 18.081968307495117 0.0
2574.64237 18.088712692260742 0.0
2577.62924 18.08767318725586 0.0
2578.62931 18.082130432128906 0.0
2579.63596 18.08700942993164 0.0
2580.64808 18.084674835205078 0.0
2583.61939 18.084186553955078 0.0
2584.62675 18.08930206298828 0.0
2586.62397 18.08674430847168 0.0
2587.60838 18.087657928466797 0.0
2588.7168 18.092397689819336 0.0
2589.59832 18.079240798950195 0.0
2590.61345 18.086986541748047 0.0
2591.63659 18.08184051513672 0.0
2593.60559 18.083152770996094 0.0
2594.60936 18.087892532348633 0.0
2596.58489 18.078205108642578 0.0
2597.57206 18.079586029052734 0.0
2598.64593 18.085935592651367 0.0
2599.60541 18.088985443115234 0.0
2607.6266 18.09044075012207 0.0
2610.54642 18.086515426635742 0.0
2613.54032 18.09135627746582 0.0
2615.56917 18.084270477294922 0.0
2619.55687 18.090164184570312 0.0
2621.56577 18.087486267089844 0.0
2625.54841 18.083967208862305 0.0
2628.54178 18.085973739624023 0.0
2632.5482 18.087156295776367 0.0
2636.54337 18.085832595825195 0.0
2639.54386 18.087501525878906 0.0
2642.55261 18.08046531677246 0.0
2646.56543 18.08659553527832 0.0
2651.53746 18.080541610717773 0.0
2654.55527 18.085256576538086 0.0
2657.55813 18.083274841308594 0.0
2660.55391 18.093215942382812 0.0
2671.55158 18.084354400634766 0.0
2673.56338 18.078582763671875 0.0
2676.52475 18.086849212646484 0.0
2679.53811 18.090993881225586 0.0
2682.54043 18.08702278137207 0.0
2777.90295 18.087932586669922 0.0
2804.86989 18.088916778564453 0.0
2811.90436 18.086490631103516 0.0
2814.94001 18.07501983642578 0.0
2817.92658 18.084095001220703 0.0
2825.90438 18.082107543945312 0.0
2831.78143 18.083084106445312 0.0
2832.74739 18.0873966217041 0.0
2832.92536 18.083541870117188 0.0
2833.8653 18.089567184448242 0.0
2835.87395 18.082481384277344 0.0
2837.87502 18.08448600769043 0.0
2838.93218 18.086143493652344 0.0
2840.82492 18.09173011779785 0.0
2843.82636 18.085744857788086 0.0
2844.87219 18.092287063598633 0.0
2845.91818 18.091630935668945 0.0
2849.85561 18.08820343017578 0.0
2850.88837 18.092029571533203 0.0
2851.93194 18.084819793701172 0.0
2852.80262 18.079870223999023 0.0
2853.94203 18.076231002807617 0.0
2856.81529 18.08796501159668 0.0
2858.90934 18.0870304107666 0.0
2860.87534 18.08002471923828 0.0
2861.74651 18.076839447021484 0.0
2862.92552 18.082651138305664 0.0
2863.83472 18.081775665283203 0.0
2865.83162 18.084915161132812 0.0
2866.88126 18.089601516723633 0.0
2867.82127 18.081600189208984 0.0
2868.76894 18.082386016845703 0.0
2869.90194 18.080381393432617 0.0
2870.81554 18.087398529052734 0.0
2871.85846 18.092052459716797 0.0
2875.79802 18.084230422973633 0.0
2876.77573 18.08711814880371 0.0
2877.79763 18.087726593017578 0.0
2879.73926 18.0898494720459 0.0
2883.8254 18.083093643188477 0.0
2885.7602 18.09541893005371 0.0
2888.80852 18.088274002075195 0.0
2892.79988 18.085834503173828 0.0
2894.72904 18.083696365356445 0.0
2896.72614 18.082639694213867 0.0
2898.74712 18.088970184326172 0.0
2900.74596 18.085649490356445 0.0
2902.74548 18.08003044128418 0.0
2905.75268 18.08441162109375 0.0
2907.75408 18.080995559692383 0.0
2909.74319 18.080890655517578 0.0
2911.73455 18.079524993896484 0.0
2915.70602 18.08154296875 0.0
2917.73213 18.088106155395508 0.0
2921.72988 18.08719253540039 0.0
2923.75183 18.086219787597656 0.0
2925.7148 18.088180541992188 0.0
2927.71233 18.081586837768555 0.0
2930.73038 18.09746551513672 0.0
2932.73689 18.07954216003418 0.0
2934.71672 18.084428787231445 0.0
2937.64073 18.088359832763672 0.0
2939.69337 18.08665657043457 0.0
2940.6335 18.086620330810547 0.0
2941.68332 18.082881927490234 0.0
2942.63345 18.08818244934082 0.0
2943.60468 18.077407836914062 0.0
2944.58927 18.084857940673828 0.0
2945.60604 18.07545280456543 0.0
2947.61554 18.08173370361328 0.0
2949.59685 18.076906204223633 0.0
2950.6416 18.086448669433594 0.0
2951.62878 18.080097198486328 0.0
2952.65771 18.083633422851562 0.0
2954.68263 18.090024948120117 0.0
2956.62862 18.08665657043457 0.0
2958.62303 18.078598022460938 0.0
2961.5941 18.091297149658203 0.0
2968.59386 18.078779220581055 0.0
2970.61311 18.084386825561523 0.0
2972.5976 18.091075897216797 0.0
2974.59835 18.083635330200195 0.0
2976.54805 18.085792541503906 0.0
2978.57415 18.082548141479492 0.0
2980.59102 18.083425521850586 0.0
2982.53624 18.088016510009766 0.0
2984.62711 18.077760696411133 0.0
2986.63724 18.084701538085938 0.0
2988.5296 18.09294891357422 0.0
2991.60267 18.076528549194336 0.0
2994.58439 18.089811325073242 0.0
2997.55718 18.077978134155273 0.0
