time magnitud error
2452086.89212 19.41166877746582 0.0
2452103.89894 19.388784408569336 0.0
2452105.92907 19.3690128326416 0.0
2452106.89468 19.360315322875977 0.0
2452112.84706 19.37187957763672 0.0
2452116.87482 19.372873306274414 0.0
2452123.82175 19.36043930053711 0.0
2452124.84219 19.368206024169922 0.0
2452128.82925 19.326723098754883 0.0
2452129.86123 19.268264770507812 0.0
2452130.84761 19.224550247192383 0.0
2452131.84169 19.19243812561035 0.0
2452132.81 19.174020767211914 0.0
2452133.89832 19.16650390625 0.0
2452135.84783 19.201398849487305 0.0
2452137.89546 19.205551147460938 0.0
2452140.81508 19.262666702270508 0.0
2452142.75544 19.281661987304688 0.0
2452143.82093 19.283100128173828 0.0
2452144.82762 19.28510093688965 0.0
2452155.88236 19.315021514892578 0.0
2452156.82895 19.297712326049805 0.0
2452162.76516 19.282392501831055 0.0
2452166.75976 19.272125244140625 0.0
2452167.76821 19.280742645263672 0.0
2452168.71739 19.281801223754883 0.0
2452171.74329 19.265213012695312 0.0
2452172.74992 19.26807975769043 0.0
2452177.64342 19.253793716430664 0.0
2452184.70505 19.267192840576172 0.0
2452185.66858 19.276243209838867 0.0
2452186.69341 19.269556045532227 0.0
2452187.68858 19.26449203491211 0.0
2452190.69514 19.26573371887207 0.0
2452192.66667 19.259981155395508 0.0
2452193.68773 19.28455924987793 0.0
2452194.65785 19.262775421142578 0.0
2452203.55431 19.269601821899414 0.0
2452206.61061 19.260122299194336 0.0
2452211.6447 19.276147842407227 0.0
2452212.64853 19.265317916870117 0.0
2452213.65435 19.282390594482422 0.0
2452214.64555 19.261396408081055 0.0
2452215.65251 19.269332885742188 0.0
2452217.63922 19.27068328857422 0.0
2452219.68209 19.264690399169922 0.0
2452222.73065 19.2595157623291 0.0
2452224.71696 19.279193878173828 0.0
2452228.56173 19.262853622436523 0.0
2452231.64666 19.245519638061523 0.0
2452232.51339 19.27556800842285 0.0
2452233.6168 19.24959373474121 0.0
2452235.66692 19.275026321411133 0.0
2452238.55046 19.265649795532227 0.0
2452240.65476 19.27007484436035 0.0
2452242.62229 19.26417350769043 0.0
2452248.61159 19.268102645874023 0.0
2452250.58026 19.274812698364258 0.0
2452253.57389 19.267335891723633 0.0
2452255.61054 19.26306915283203 0.0
2452258.57683 19.28240966796875 0.0
2452263.58757 19.258981704711914 0.0
2452266.56354 19.268827438354492 0.0
2452271.56792 19.269174575805664 0.0
2452273.56725 19.26365852355957 0.0
2452275.60218 19.255407333374023 0.0
2452276.56174 19.266735076904297 0.0
2452278.59433 19.259302139282227 0.0
2452280.59016 19.275959014892578 0.0
2452284.59304 19.255496978759766 0.0
2452290.60701 19.286813735961914 0.0
2452293.5693 19.26841926574707 0.0
2452295.56208 19.276182174682617 0.0
2452297.56538 19.266204833984375 0.0
2452299.56448 19.2627010345459 0.0
2452301.55676 19.274856567382812 0.0
2452445.91531 19.25916862487793 0.0
2452460.88253 19.267112731933594 0.0
2452463.91886 19.264835357666016 0.0
2452465.93162 19.260929107666016 0.0
2452467.90462 19.266569137573242 0.0
2452469.90399 19.236371994018555 0.0
2452471.89345 19.266895294189453 0.0
2452472.92292 19.279794692993164 0.0
2452473.89484 19.261474609375 0.0
2452481.90712 19.263168334960938 0.0
2452483.89236 19.270151138305664 0.0
2452486.88935 19.257972717285156 0.0
2452488.88159 19.275306701660156 0.0
2452489.92672 19.268054962158203 0.0
2452492.90709 19.27592658996582 0.0
2452495.8971 19.26788902282715 0.0
2452496.90682 19.257375717163086 0.0
2452497.93022 19.27134132385254 0.0
2452498.7775 19.270179748535156 0.0
2452499.86311 19.265575408935547 0.0
2452500.86864 19.25627326965332 0.0
2452501.85763 19.27425765991211 0.0
2452502.83783 19.281267166137695 0.0
2452508.74912 19.25879669189453 0.0
2452516.78041 19.26350212097168 0.0
2452517.82715 19.274255752563477 0.0
2452518.79856 19.263025283813477 0.0
2452519.8355 19.27449607849121 0.0
2452520.79487 19.272869110107422 0.0
2452521.827 19.266983032226562 0.0
2452524.82526 19.272525787353516 0.0
2452526.78146 19.267335891723633 0.0
2452534.83784 19.283430099487305 0.0
2452535.81805 19.272193908691406 0.0
2452537.70582 19.280000686645508 0.0
2452538.8018 19.2640438079834 0.0
2452539.7053 19.27365493774414 0.0
2452541.71721 19.264680862426758 0.0
2452542.687 19.277748107910156 0.0
2452544.66584 19.261125564575195 0.0
2452545.68057 19.268798828125 0.0
2452547.69857 19.272472381591797 0.0
2452548.71532 19.260284423828125 0.0
2452550.71045 19.263484954833984 0.0
2452552.71316 19.27136993408203 0.0
2452554.70631 19.26532745361328 0.0
2452555.71424 19.26502227783203 0.0
2452556.69327 19.262521743774414 0.0
2452557.7058 19.284164428710938 0.0
2452558.66229 19.255586624145508 0.0
2452559.6192 19.280038833618164 0.0
2452560.65225 19.25692367553711 0.0
2452562.67069 19.27665138244629 0.0
2452563.67865 19.26443862915039 0.0
2452564.694 19.26011085510254 0.0
2452565.68463 19.265321731567383 0.0
2452566.6649 19.275104522705078 0.0
2452568.69589 19.259971618652344 0.0
2452571.64887 19.279870986938477 0.0
2452573.66199 19.277286529541016 0.0
2452574.64581 19.271163940429688 0.0
2452576.65896 19.279281616210938 0.0
2452577.63269 19.272451400756836 0.0
2452578.63276 19.272111892700195 0.0
2452579.63942 19.263450622558594 0.0
2452580.65155 19.263181686401367 0.0
2452583.62286 19.25727653503418 0.0
2452584.63021 19.27784538269043 0.0
2452586.62811 19.2762393951416 0.0
2452587.61212 19.264862060546875 0.0
2452588.72054 19.258708953857422 0.0
2452589.60208 19.26618766784668 0.0
2452591.64032 19.273033142089844 0.0
2452593.60935 19.266098022460938 0.0
2452594.61311 19.260692596435547 0.0
2452596.58865 19.26959228515625 0.0
2452597.57581 19.276918411254883 0.0
2452598.64966 19.257816314697266 0.0
2452599.60914 19.254541397094727 0.0
2452607.63035 19.268707275390625 0.0
2452610.55013 19.258451461791992 0.0
2452613.54399 19.26629638671875 0.0
2452615.57285 19.271482467651367 0.0
2452619.56051 19.265548706054688 0.0
2452621.56947 19.26700210571289 0.0
2452625.55207 19.27936553955078 0.0
2452628.5452 19.263267517089844 0.0
2452632.55162 19.265920639038086 0.0
2452636.54702 19.27703857421875 0.0
2452639.54727 19.273761749267578 0.0
2452642.55626 19.25726318359375 0.0
2452646.56883 19.25369644165039 0.0
